,train,test
0,0.860015873015873,0.8288888888888889
1,0.9189047619047619,0.8346666666666667
2,0.9527142857142857,0.8403333333333334
3,0.979015873015873,0.8318888888888889
4,0.9863492063492063,0.8267777777777777
5,0.9902380952380953,0.8248888888888889
6,0.9996031746031746,0.8277777777777777
7,0.9568253968253968,0.8203333333333334
8,0.9999047619047619,0.8311111111111111
9,0.9999206349206349,0.8302222222222222
