,train,test
0,0.8756190476190476,0.8104444444444444
1,0.9106190476190477,0.788
2,0.9657619047619047,0.802
3,0.9824761904761905,0.8053333333333333
4,0.995904761904762,0.808
5,0.9998571428571429,0.8106666666666666
6,0.9999047619047619,0.8112222222222222
7,0.9999047619047619,0.8135555555555556
8,0.9999047619047619,0.8132222222222222
9,0.9999047619047619,0.8138888888888889
